========================================
= 物品ID数据，由灰色枫叶GM工具自动生成 =
========================================
物品ID:100000001 名字:瑟库拉斯之剑      STR值：STR_SWORD_CIRCULOUS
物品ID:182290271 名字:获得的雷米棉      STR值：STR_ITEM_PART_TA_Q5229_B
物品ID:182290272 名字:获得的结实的皮革板      STR值：STR_ITEM_PART_TA_Q5230_B
物品ID:182290273 名字:获得的雷米棉      STR值：STR_ITEM_PART_TA_Q5232_B
物品ID:182290274 名字:获得的坚韧的皮板      STR值：STR_ITEM_PART_TA_Q5233_B
物品ID:182290275 名字:获得的雷米棉      STR值：STR_ITEM_PART_TA_Q5234_B
物品ID:182290276 名字:获得的雷米棉      STR值：STR_ITEM_PART_TA_Q5236_B
物品ID:182290277 名字:获得的雷米棉      STR值：STR_ITEM_PART_TA_Q5238_B
物品ID:182290278 名字:获得的坚韧的皮绳      STR值：STR_ITEM_PART_TA_Q5239_B
物品ID:182290279 名字:获得的亚麻线      STR值：STR_ITEM_PART_TA_Q5240_B
物品ID:182290280 名字:盖有印章的犹科角材      STR值：STR_ITEM_PART_HA_Q5317_B
物品ID:182290281 名字:盖有印章的金块      STR值：STR_ITEM_PART_HA_Q5320_B
物品ID:182290282 名字:获得的海蓝宝石      STR值：STR_ITEM_PART_HA_Q5323_B
物品ID:182290283 名字:盖有印章的榆木角材      STR值：STR_ITEM_PART_HA_Q5325_B
物品ID:182290284 名字:获得的雷米棉      STR值：STR_ITEM_PART_HA_Q5326_B
物品ID:182290285 名字:盖有印章的榆木木材      STR值：STR_ITEM_PART_HA_Q5327_B
物品ID:182290286 名字:盖有印章的世界树木板      STR值：STR_ITEM_PART_HA_Q5332_B
物品ID:182290287 名字:获得的秘银装饰      STR值：STR_ITEM_PART_HA_Q5333_B
物品ID:182290288 名字:获得的秘银铸块      STR值：STR_ITEM_PART_HA_Q5337_B
物品ID:182290289 名字:获得的秘银装饰      STR值：STR_ITEM_PART_HA_Q5339_B
物品ID:182290290 名字:获得的灯笼海棠果      STR值：STR_ITEM_PART_AL_Q5414_B
物品ID:182290291 名字:获得的中级魔法的精髓      STR值：STR_ITEM_PART_AL_Q5415_B
物品ID:182290292 名字:获得的八角茴香的果实      STR值：STR_ITEM_PART_AL_Q5416_B
物品ID:182290293 名字:获得的中级精灵水      STR值：STR_ITEM_PART_AL_Q5417_B
物品ID:182290294 名字:获得的中级智慧之石      STR值：STR_ITEM_PART_AL_Q5419_B
物品ID:182290295 名字:获得的中级魔法的精髓      STR值：STR_ITEM_PART_AL_Q5420_B
物品ID:182290296 名字:获得的上级精灵水      STR值：STR_ITEM_PART_AL_Q5421_B
物品ID:182290297 名字:获得的水苏果实      STR值：STR_ITEM_PART_AL_Q5422_B
物品ID:182290298 名字:获得的上级魔法的精髓      STR值：STR_ITEM_PART_AL_Q5424_B
物品ID:182290299 名字:获得的上级智慧之石      STR值：STR_ITEM_PART_AL_Q5425_B
物品ID:182290300 名字:获得的上级精灵水      STR值：STR_ITEM_PART_AL_Q5426_B
物品ID:182290301 名字:获得的上级精灵水      STR值：STR_ITEM_PART_AL_Q5427_B
物品ID:182290302 名字:获得的上级智慧之石      STR值：STR_ITEM_PART_AL_Q5428_B
物品ID:182290303 名字:获得的上级智慧之石      STR值：STR_ITEM_PART_AL_Q5429_B
物品ID:182290304 名字:获得的最上级魔法的精髓      STR值：STR_ITEM_PART_AL_Q5430_B
物品ID:182290305 名字:获得的最上级魔法的精髓      STR值：STR_ITEM_PART_AL_Q5434_B
物品ID:182290306 名字:获得的超上级智慧之石      STR值：STR_ITEM_PART_AL_Q5435_B
物品ID:182290307 名字:获得的超上级精灵水      STR值：STR_ITEM_PART_AL_Q5436_B
物品ID:182290308 名字:获得的超上级精灵水      STR值：STR_ITEM_PART_AL_Q5437_B
物品ID:182290309 名字:获得的超上级精灵石粉末      STR值：STR_ITEM_PART_AL_Q5438_B
物品ID:182290310 名字:获得的超上级智慧之石      STR值：STR_ITEM_PART_AL_Q5439_B
物品ID:182290311 名字:获得的最上级魔法的精髓      STR值：STR_ITEM_PART_AL_Q5440_B
物品ID:182290312 名字:获得的茴香      STR值：STR_ITEM_PART_CO_Q5524_B
物品ID:182290313 名字:获得的防风草      STR值：STR_ITEM_PART_CO_Q5536_B
物品ID:182290314 名字:获得的紫苏果实      STR值：STR_ITEM_PART_CO_Q5537_B
物品ID:182290315 名字:获得的皮克鱼      STR值：STR_ITEM_PART_CO_Q5538_B
物品ID:182290316 名字:获得的象鼻虫肉      STR值：STR_ITEM_PART_CO_Q5540_B
物品ID:182290317 名字:钢铁橛子      STR值：STR_ITEM_WS_Q5000
物品ID:182290318 名字:钢铁螺丝      STR值：STR_ITEM_WS_Q5001
物品ID:182290319 名字:钢铁锤      STR值：STR_ITEM_WS_Q5002
物品ID:182290320 名字:钢铁打桩锤      STR值：STR_ITEM_WS_Q5003
物品ID:182290321 名字:钢铁锹      STR值：STR_ITEM_WS_Q5004
物品ID:182290322 名字:钢铁窗格      STR值：STR_ITEM_WS_Q5005
物品ID:182290323 名字:变锋利的钢铁战戟枪刃      STR值：STR_ITEM_WS_Q5006
物品ID:182290324 名字:钢铁镐      STR值：STR_ITEM_WS_Q5007
物品ID:182290325 名字:钢铁飞镖      STR值：STR_ITEM_WS_Q5008
物品ID:182290326 名字:钢铁梯子      STR值：STR_ITEM_WS_Q5009
物品ID:182290327 名字:除掉锈迹的钢铁短剑      STR值：STR_ITEM_WS_Q5010
物品ID:182290328 名字:钛质箭杆      STR值：STR_ITEM_WS_Q5011
物品ID:182290329 名字:钛质短剑把手      STR值：STR_ITEM_WS_Q5012
物品ID:182290330 名字:俘虏用脚镣      STR值：STR_ITEM_WS_Q5013
物品ID:182290331 名字:钛质长剑刃      STR值：STR_ITEM_WS_Q5014
物品ID:182290332 名字:锋利的钛质大剑      STR值：STR_ITEM_WS_Q5015
物品ID:182290333 名字:埋设用管子      STR值：STR_ITEM_WS_Q5016
物品ID:182290334 名字:钛质圆形锯齿      STR值：STR_ITEM_WS_Q5017
物品ID:182290335 名字:建筑用钛质柱子      STR值：STR_ITEM_WS_Q5018
物品ID:182290336 名字:建筑用切割机      STR值：STR_ITEM_WS_Q5019
物品ID:182290337 名字:修好的探险家的战棍      STR值：STR_ITEM_WS_Q5020
物品ID:182290338 名字:笔直的探险家之长剑      STR值：STR_ITEM_WS_Q5021
物品ID:182290339 名字:贯通型标枪      STR值：STR_ITEM_WS_Q5022
物品ID:182290340 名字:军团旗杆      STR值：STR_ITEM_WS_Q5023
物品ID:182290341 名字:亚德曼金属战戟枪刃      STR值：STR_ITEM_WS_Q5024
物品ID:182290342 名字:修好的因特尔蒂卡短剑      STR值：STR_ITEM_WS_Q5025
物品ID:182290343 名字:亚德曼金属炮身      STR值：STR_ITEM_WS_Q5026
物品ID:182290344 名字:巨大石弓箭矢      STR值：STR_ITEM_WS_Q5027
物品ID:182290345 名字:光泽的亚德曼金属短剑刃      STR值：STR_ITEM_WS_Q5028
物品ID:182290346 名字:尖锐的因特尔蒂卡战戟      STR值：STR_ITEM_WS_Q5029
物品ID:182290347 名字:修好的卫兵长剑      STR值：STR_ITEM_WS_Q5030
物品ID:182290348 名字:修好的蓝色舰队之短剑      STR值：STR_ITEM_WS_Q5031
物品ID:182290349 名字:修好的军团士兵之大剑      STR值：STR_ITEM_WS_Q5032
物品ID:182290350 名字:修好的守护骑士之战棍      STR值：STR_ITEM_WS_Q5033
物品ID:182290351 名字:修好的十夫长之战戟      STR值：STR_ITEM_WS_Q5034
物品ID:182290352 名字:修好的西风之短剑      STR值：STR_ITEM_WS_Q5035
物品ID:182290353 名字:修好的圣战之战戟      STR值：STR_ITEM_WS_Q5036
物品ID:182290354 名字:修好的近卫兵之大剑      STR值：STR_ITEM_WS_Q5037
物品ID:182290355 名字:修好的极乐世界战棍      STR值：STR_ITEM_WS_Q5038
物品ID:182290356 名字:修好的百夫长之长剑      STR值：STR_ITEM_WS_Q5039
物品ID:182290357 名字:总司令官之剑      STR值：STR_ITEM_WS_Q5040
物品ID:182290358 名字:餐盘      STR值：STR_ITEM_AS_Q5100
物品ID:182290359 名字:钢铁箱子      STR值：STR_ITEM_AS_Q5101
物品ID:182290360 名字:导向用指示牌      STR值：STR_ITEM_AS_Q5102
物品ID:182290361 名字:多用途铁桶      STR值：STR_ITEM_AS_Q5103
物品ID:182290362 名字:折叠式床架      STR值：STR_ITEM_AS_Q5104
物品ID:182290363 名字:个人用事物盒      STR值：STR_ITEM_AS_Q5105
物品ID:182290364 名字:水壶      STR值：STR_ITEM_AS_Q5106
物品ID:182290365 名字:机械用锯齿      STR值：STR_ITEM_AS_Q5107
物品ID:182290366 名字:安全帽      STR值：STR_ITEM_AS_Q5108
物品ID:182290367 名字:文件柜      STR值：STR_ITEM_AS_Q5109
物品ID:182290368 名字:修复了的强化钢铁锁链硬甲      STR值：STR_ITEM_AS_Q5110
物品ID:182290369 名字:镀了膜的平底锅      STR值：STR_ITEM_AS_Q5111
物品ID:182290370 名字:搅拌用搅拌锅      STR值：STR_ITEM_AS_Q5112
物品ID:182290371 名字:简易浴缸      STR值：STR_ITEM_AS_Q5113
物品ID:182290372 名字:收纳柜      STR值：STR_ITEM_AS_Q5114
物品ID:182290373 名字:修复了的钛质锁链手套      STR值：STR_ITEM_AS_Q5115
物品ID:182290374 名字:钛质水管      STR值：STR_ITEM_AS_Q5116
物品ID:182290375 名字:料理用铁锅      STR值：STR_ITEM_AS_Q5117
物品ID:182290376 名字:移动型火炉      STR值：STR_ITEM_AS_Q5118
物品ID:182290377 名字:沙坑用造型器材      STR值：STR_ITEM_AS_Q5119
物品ID:182290378 名字:厚重的钛质盾牌      STR值：STR_ITEM_AS_Q5120
物品ID:182290379 名字:建筑用骨板      STR值：STR_ITEM_AS_Q5121
物品ID:182290380 名字:组装式铁炉      STR值：STR_ITEM_AS_Q5122
物品ID:182290381 名字:修复了的亚德曼金属锁链腿甲      STR值：STR_ITEM_AS_Q5123
物品ID:182290382 名字:修复的亚德曼金属长靴      STR值：STR_ITEM_AS_Q5124
物品ID:182290383 名字:修复了的亚德曼金属锁链盔甲      STR值：STR_ITEM_AS_Q5125
物品ID:182290384 名字:阻击用要塞岗楼      STR值：STR_ITEM_AS_Q5126
物品ID:182290385 名字:路障      STR值：STR_ITEM_AS_Q5127
物品ID:182290386 名字:变干净了的亚德曼金属肩甲      STR值：STR_ITEM_AS_Q5128
物品ID:182290387 名字:修复的亚德曼金属胸甲      STR值：STR_ITEM_AS_Q5129
物品ID:182290388 名字:修好的卫兵的盾牌      STR值：STR_ITEM_AS_Q5130
物品ID:182290389 名字:修好的蓝色舰队之锁链手套      STR值：STR_ITEM_AS_Q5131
物品ID:182290390 名字:修好的军团士兵之金属硬甲      STR值：STR_ITEM_AS_Q5132
物品ID:182290391 名字:修好的守护骑士之金属护腿      STR值：STR_ITEM_AS_Q5133
物品ID:182290392 名字:修好的十夫长之金属头盔      STR值：STR_ITEM_AS_Q5134
物品ID:182290393 名字:修好的守卫之盾牌      STR值：STR_ITEM_AS_Q5135
物品ID:182290394 名字:修好的圣战之锁链盔甲      STR值：STR_ITEM_AS_Q5136
物品ID:182290395 名字:修好的西风之金属长靴      STR值：STR_ITEM_AS_Q5137
物品ID:182290396 名字:修好的近卫兵之锁链头盔      STR值：STR_ITEM_AS_Q5138
物品ID:182290397 名字:修好的百夫长之金属胸甲      STR值：STR_ITEM_AS_Q5139
物品ID:182290398 名字:总司令官之盾      STR值：STR_ITEM_AS_Q5140
物品ID:182290399 名字:医疗用纱布      STR值：STR_ITEM_TA_Q5200
物品ID:182290400 名字:普及型内衣      STR值：STR_ITEM_TA_Q5201
物品ID:182290401 名字:皮包      STR值：STR_ITEM_TA_Q5202
物品ID:182290402 名字:普及型琉库毛巾      STR值：STR_ITEM_TA_Q5203
物品ID:182290403 名字:薄皮革活动鞋      STR值：STR_ITEM_TA_Q5204
物品ID:182290404 名字:作业用围裙      STR值：STR_ITEM_TA_Q5205
物品ID:182290405 名字:粘好的薄皮靴      STR值：STR_ITEM_TA_Q5206
物品ID:182290406 名字:防寒用内衣      STR值：STR_ITEM_TA_Q5207
物品ID:182290407 名字:皮革浆板      STR值：STR_ITEM_TA_Q5208
物品ID:182290408 名字:乔其纱      STR值：STR_ITEM_TA_Q5209
物品ID:182290409 名字:打补丁的薄皮帽      STR值：STR_ITEM_TA_Q5210
物品ID:182290410 名字:皮革护腕      STR值：STR_ITEM_TA_Q5211
物品ID:182290411 名字:战斗睡袋      STR值：STR_ITEM_TA_Q5212
物品ID:182290412 名字:暖和的垫子      STR值：STR_ITEM_TA_Q5213
物品ID:182290413 名字:皮革袖筒      STR值：STR_ITEM_TA_Q5214
物品ID:182290414 名字:露西长袍下衣      STR值：STR_ITEM_TA_Q5215
物品ID:182290415 名字:厚防寒用皮革披风      STR值：STR_ITEM_TA_Q5216
物品ID:182290416 名字:露西棉衬衫      STR值：STR_ITEM_TA_Q5217
物品ID:182290417 名字:柔软的皮沙发      STR值：STR_ITEM_TA_Q5218
物品ID:182290418 名字:露西长袍护肩      STR值：STR_ITEM_TA_Q5219
物品ID:182290419 名字:柔软之皮革手套      STR值：STR_ITEM_TA_Q5220
物品ID:182290420 名字:医疗用三脚架      STR值：STR_ITEM_TA_Q5221
物品ID:182290421 名字:野战上衣      STR值：STR_ITEM_TA_Q5222
物品ID:182290422 名字:雷米长袍手套      STR值：STR_ITEM_TA_Q5223
物品ID:182290423 名字:皮革帐幕      STR值：STR_ITEM_TA_Q5224
物品ID:182290424 名字:雷米长袍上衣      STR值：STR_ITEM_TA_Q5225
物品ID:182290425 名字:箭扣      STR值：STR_ITEM_TA_Q5226
物品ID:182290426 名字:雷米腰带      STR值：STR_ITEM_TA_Q5227
物品ID:182290427 名字:指挥官用皮革外套      STR值：STR_ITEM_TA_Q5228
物品ID:182290428 名字:雷米长袍下衣      STR值：STR_ITEM_TA_Q5229
物品ID:182290429 名字:结实之皮靴      STR值：STR_ITEM_TA_Q5230
物品ID:182290430 名字:修好的蓝色舰队之额带      STR值：STR_ITEM_TA_Q5231
物品ID:182290431 名字:修好的灵魂治愈师之长袍下衣      STR值：STR_ITEM_TA_Q5232
物品ID:182290432 名字:修好的因特尔蒂卡皮革手套      STR值：STR_ITEM_TA_Q5233
物品ID:182290433 名字:修好的神官之长袍上衣      STR值：STR_ITEM_TA_Q5234
物品ID:182290434 名字:修好的西风之皮革护腿      STR值：STR_ITEM_TA_Q5235
物品ID:182290435 名字:修好的圣战之下衣      STR值：STR_ITEM_TA_Q5236
物品ID:182290436 名字:修好的近卫兵之皮革手套      STR值：STR_ITEM_TA_Q5237
物品ID:182290437 名字:修好的极乐世界长袍上衣      STR值：STR_ITEM_TA_Q5238
物品ID:182290438 名字:修好的百夫长之皮革腰带      STR值：STR_ITEM_TA_Q5239
物品ID:182290439 名字:总司令官之皮革腰带      STR值：STR_ITEM_TA_Q5240
物品ID:182290440 名字:完成的木杖      STR值：STR_ITEM_HA_Q5300
物品ID:182290441 名字:木碗      STR值：STR_ITEM_HA_Q5301
物品ID:182290442 名字:木橛子      STR值：STR_ITEM_HA_Q5302
物品ID:182290443 名字:银叉子      STR值：STR_ITEM_HA_Q5303
物品ID:182290444 名字:帐幕支架      STR值：STR_ITEM_HA_Q5304
物品ID:182290445 名字:木箱      STR值：STR_ITEM_HA_Q5305
物品ID:182290446 名字:银烛台      STR值：STR_ITEM_HA_Q5306
物品ID:182290447 名字:比尔克椅子      STR值：STR_ITEM_HA_Q5307
物品ID:182290448 名字:比尔克树桌子      STR值：STR_ITEM_HA_Q5308
物品ID:182290449 名字:修炼用比尔克木剑      STR值：STR_ITEM_HA_Q5309
物品ID:182290450 名字:闪光的银耳环      STR值：STR_ITEM_HA_Q5310
物品ID:182290451 名字:欧比斯用路灯      STR值：STR_ITEM_HA_Q5311
物品ID:182290452 名字:犹科树门扇      STR值：STR_ITEM_HA_Q5312
物品ID:182290453 名字:普及用金军牌      STR值：STR_ITEM_HA_Q5313
物品ID:182290454 名字:修复了的粉水晶项链      STR值：STR_ITEM_HA_Q5314
物品ID:182290455 名字:犹科法杖柄      STR值：STR_ITEM_HA_Q5315
物品ID:182290456 名字:黄金勋章      STR值：STR_ITEM_HA_Q5316
物品ID:182290457 名字:木制收纳柜      STR值：STR_ITEM_HA_Q5317
物品ID:182290458 名字:木制梯子      STR值：STR_ITEM_HA_Q5318
物品ID:182290459 名字:铁桶      STR值：STR_ITEM_HA_Q5319
物品ID:182290460 名字:犹科弓柄      STR值：STR_ITEM_HA_Q5320
物品ID:182290461 名字:木床      STR值：STR_ITEM_HA_Q5321
物品ID:182290462 名字:邮箱      STR值：STR_ITEM_HA_Q5322
物品ID:182290463 名字:海蓝宝石戒指      STR值：STR_ITEM_HA_Q5323
物品ID:182290464 名字:放置型车床      STR值：STR_ITEM_HA_Q5324
物品ID:182290465 名字:榆木法杖      STR值：STR_ITEM_HA_Q5325
物品ID:182290466 名字:训练用龙族稻草人      STR值：STR_ITEM_HA_Q5326
物品ID:182290467 名字:军用木锤      STR值：STR_ITEM_HA_Q5327
物品ID:182290468 名字:连接的白金耳环      STR值：STR_ITEM_HA_Q5328
物品ID:182290469 名字:修复了的榆木弓      STR值：STR_ITEM_HA_Q5329
物品ID:182290470 名字:修好的蓝色舰队之戒      STR值：STR_ITEM_HA_Q5330
物品ID:182290471 名字:建筑用模具      STR值：STR_ITEM_HA_Q5331
物品ID:182290472 名字:世界树路障      STR值：STR_ITEM_HA_Q5332
物品ID:182290473 名字:修好的红宝石项链      STR值：STR_ITEM_HA_Q5333
物品ID:182290474 名字:修好的因特尔蒂卡弓      STR值：STR_ITEM_HA_Q5334
物品ID:182290475 名字:修好的圣战之法杖      STR值：STR_ITEM_HA_Q5335
物品ID:182290476 名字:修复了的秘银耳环      STR值：STR_ITEM_HA_Q5336
物品ID:182290477 名字:修好的神官之腰带      STR值：STR_ITEM_HA_Q5337
物品ID:182290478 名字:修好的极乐世界法杖      STR值：STR_ITEM_HA_Q5338
物品ID:182290479 名字:修好的百夫长之项链      STR值：STR_ITEM_HA_Q5339
物品ID:182290480 名字:总司令官之戒      STR值：STR_ITEM_HA_Q5340
物品ID:182290481 名字:煤油灯发光体      STR值：STR_ITEM_AL_Q5400
物品ID:182290482 名字:军用指南针      STR值：STR_ITEM_AL_Q5401
物品ID:182290483 名字:疲劳恢复剂      STR值：STR_ITEM_AL_Q5402
物品ID:182290484 名字:魔法的沙漏      STR值：STR_ITEM_AL_Q5403
物品ID:182290485 名字:睡眠药      STR值：STR_ITEM_AL_Q5404
物品ID:182290486 名字:蜡烛      STR值：STR_ITEM_AL_Q5405
物品ID:182290487 名字:抗生素      STR值：STR_ITEM_AL_Q5406
物品ID:182290488 名字:改良型恢复药丸      STR值：STR_ITEM_AL_Q5407
物品ID:182290489 名字:军用肥皂      STR值：STR_ITEM_AL_Q5408
物品ID:182290490 名字:脚气药      STR值：STR_ITEM_AL_Q5409
物品ID:182290491 名字:贝尔特伦宝珠      STR值：STR_ITEM_AL_Q5410
物品ID:182290492 名字:消毒药      STR值：STR_ITEM_AL_Q5411
物品ID:182290493 名字:助消化剂      STR值：STR_ITEM_AL_Q5412
物品ID:182290494 名字:精神力恢复药丸      STR值：STR_ITEM_AL_Q5413
物品ID:182290495 名字:滋补强壮剂      STR值：STR_ITEM_AL_Q5414
物品ID:182290496 名字:开拓者之法书      STR值：STR_ITEM_AL_Q5415
物品ID:182290497 名字:解毒剂      STR值：STR_ITEM_AL_Q5416
物品ID:182290498 名字:感冒药      STR值：STR_ITEM_AL_Q5417
物品ID:182290499 名字:攻城用火药      STR值：STR_ITEM_AL_Q5418
物品ID:182290500 名字:埃尔特内宝珠      STR值：STR_ITEM_AL_Q5419
物品ID:182290501 名字:埃尔特内法书      STR值：STR_ITEM_AL_Q5420
物品ID:182290502 名字:关节炎治疗剂      STR值：STR_ITEM_AL_Q5421
物品ID:182290503 名字:忧郁症治疗剂      STR值：STR_ITEM_AL_Q5422
物品ID:182290504 名字:骨折治疗剂      STR值：STR_ITEM_AL_Q5423
物品ID:182290505 名字:探险家之法书      STR值：STR_ITEM_AL_Q5424
物品ID:182290506 名字:探险家之宝珠      STR值：STR_ITEM_AL_Q5425
物品ID:182290507 名字:蝎兽的毒素      STR值：STR_ITEM_AL_Q5426
物品ID:182290508 名字:守护者合剂感知剂      STR值：STR_ITEM_AL_Q5427
